engine,run_id,file,status,duration,rf,cer,inference_rtf,transcript_hash,transcript_length,llm_has_hallucination,llm_primary_error,llm_severity,llm_confidence,llm_review_status,audio_avg_rms,audio_max_rms,audio_avg_flatness,audio_avg_centroid,audio_avg_rolloff,has_timestamp,has_rttm
javis,19-04-2026_v5,media_148280_1767762915627.mp3,success,80.08,0,36.96,0.005,0082d608fd76,468,True,insertion,medium,medium,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
javis,19-04-2026_v5,media_148284_1767766514646 (1).mp3,success,40.4,0,24.23,0.009,c7a45c39c845,277,True,insertion,medium,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
javis,19-04-2026_v5,media_148393_1767860211615 (1).mp3,success,25.64,0,31.38,0.011,a2a7973dfc80,218,True,content_replacement,high,high,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
javis,19-04-2026_v5,media_148394_1767860189485 (1).mp3,success,31.28,0,18.09,0.011,12070623feec,227,True,insertion,medium,medium,manual_review,0.013871604576706886,0.047669507563114166,0.09865112602710724,1274.8603020493094,2402.335761758691,True,True
javis,19-04-2026_v5,media_148414_1767922241264 (1).mp3,success,53.36,0,39.29,0.005,6dce658319b3,381,True,insertion,medium,medium,manual_review,0.03000675141811371,0.12548473477363586,0.07179367542266846,1269.4969208441498,2364.236735611511,True,True
javis,19-04-2026_v5,media_148439_1767926711644 (1).mp3,success,34.24,0,29.33,0.008,a3a27d7bcea1,207,True,insertion,medium,medium,manual_review,0.025457441806793213,0.1412975937128067,0.07130980491638184,1108.8362836217061,2140.588561100746,True,True
javis,19-04-2026_v5,media_148954_1768789819598 (1).mp3,success,95.96,0,92.93,0.003,d2971657cb66,674,True,insertion,high,high,manual_review,0.011838874779641628,0.056630656123161316,0.09579508751630783,1236.188260868151,2271.9010416666665,True,True
javis,19-04-2026_v5,media_149291_1769069811005.mp3,success,156.64,0,170.23,0.003,6f612e46049d,2922,True,insertion,high,high,manual_review,0.03922722861170769,0.18249815702438354,0.040769029408693314,1003.7239697478942,1890.8452052696077,True,True
javis,19-04-2026_v5,media_149733_1769589919400.mp3,success,108.56,0,65.34,0.003,0f63c8043b83,370,True,insertion,high,high,manual_review,0.02734288200736046,0.3102390170097351,0.08070400357246399,1069.6769343242277,2050.323180612846,True,True
javis,19-04-2026_v5,silence_60s.wav,success,60.0,0,0.0,0.005,e3b0c44298fc,0,True,silence_text,high,high,manual_review,0.001811086549423635,0.0018666612450033426,0.5612314939498901,3996.252649227392,6798.390858208955,False,False
javis,19-04-2026_v5,stochastic_noise_60s.wav,success,60.0,0,0.0,0.004,e3b0c44298fc,0,False,none,none,low,auto_accept,0.0811595618724823,0.15611883997917175,0.561042070388794,4000.2112113964995,6802.105543710021,False,False
javis,19-04-2026_v6,media_148280_1767762915627.mp3,success,80.08,0,31.52,0.004,80917c06bc1a,425,True,insertion,medium,medium,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
javis,19-04-2026_v6,media_148284_1767766514646 (1).mp3,success,40.4,0,26.54,0.007,f68c56df4817,271,True,insertion,medium,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
javis,19-04-2026_v6,media_148393_1767860211615 (1).mp3,success,25.64,0,29.79,0.01,a37541d58a73,214,True,insertion,high,high,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
javis,19-04-2026_v6,media_148394_1767860189485 (1).mp3,success,31.28,0,24.12,0.009,b9246ad4d9f6,232,True,insertion,medium,medium,manual_review,0.013871604576706886,0.047669507563114166,0.09865112602710724,1274.8603020493094,2402.335761758691,True,True
javis,19-04-2026_v6,media_148414_1767922241264 (1).mp3,success,53.36,0,39.03,0.008,8dcc8b652b83,388,True,insertion,medium,medium,manual_review,0.03000675141811371,0.12548473477363586,0.07179367542266846,1269.4969208441498,2364.236735611511,True,True
javis,19-04-2026_v6,media_148439_1767926711644 (1).mp3,success,34.24,0,29.33,0.011,c0d44a96ce55,196,True,insertion,high,high,manual_review,0.025457441806793213,0.1412975937128067,0.07130980491638184,1108.8362836217061,2140.588561100746,True,True
javis,19-04-2026_v6,media_148954_1768789819598 (1).mp3,success,95.96,0,29.31,0.003,f2a5f4e2a793,683,True,insertion,high,high,manual_review,0.011838874779641628,0.056630656123161316,0.09579508751630783,1236.188260868151,2271.9010416666665,True,True
javis,19-04-2026_v6,media_149291_1769069811005.mp3,success,156.64,0,18.66,0.002,5cbf137e5a4f,987,True,insertion,medium,medium,manual_review,0.03922722861170769,0.18249815702438354,0.040769029408693314,1003.7239697478942,1890.8452052696077,True,True
javis,19-04-2026_v6,media_149733_1769589919400.mp3,success,108.56,0,45.71,0.003,010dd9360a24,362,True,insertion,high,high,manual_review,0.02734288200736046,0.3102390170097351,0.08070400357246399,1069.6769343242277,2050.323180612846,True,True
javis,19-04-2026_v6,silence_60s.wav,success,60.0,0,0.0,0.005,e3b0c44298fc,0,True,silence_text,high,high,manual_review,0.001811086549423635,0.0018666612450033426,0.5612314939498901,3996.252649227392,6798.390858208955,False,False
javis,19-04-2026_v6,stochastic_noise_60s.wav,success,60.0,0,0.0,0.004,e3b0c44298fc,0,False,none,none,low,auto_accept,0.0811595618724823,0.15611883997917175,0.561042070388794,4000.2112113964995,6802.105543710021,False,False
javis,19-04-2026_v7,media_148280_1767762915627.mp3,success,80.08,0,28.8,0.004,aa8af734d9a1,413,True,insertion,medium,medium,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
javis,19-04-2026_v7,media_148284_1767766514646 (1).mp3,success,40.4,0,27.69,0.007,98af903354fc,280,True,insertion,medium,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
javis,19-04-2026_v7,media_148393_1767860211615 (1).mp3,success,25.64,0,79.26,0.01,7fabe2b649cb,154,True,insertion,high,high,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
javis,19-04-2026_v7,media_148394_1767860189485 (1).mp3,success,31.28,0,30.65,0.009,d8d27cad6491,228,True,insertion,medium,medium,manual_review,0.013871604576706886,0.047669507563114166,0.09865112602710724,1274.8603020493094,2402.335761758691,True,True
javis,19-04-2026_v7,media_148414_1767922241264 (1).mp3,success,53.36,0,41.84,0.005,0b097cfeda20,413,True,insertion,medium,medium,manual_review,0.03000675141811371,0.12548473477363586,0.07179367542266846,1269.4969208441498,2364.236735611511,True,True
javis,19-04-2026_v7,media_148439_1767926711644 (1).mp3,success,34.24,0,26.92,0.008,27ccce80f633,205,True,insertion,high,high,manual_review,0.025457441806793213,0.1412975937128067,0.07130980491638184,1108.8362836217061,2140.588561100746,True,True
javis,19-04-2026_v7,media_148954_1768789819598 (1).mp3,success,95.96,0,62.41,0.005,a3eea26365c0,657,True,insertion,high,high,manual_review,0.011838874779641628,0.056630656123161316,0.09579508751630783,1236.188260868151,2271.9010416666665,True,True
javis,19-04-2026_v7,media_149291_1769069811005.mp3,success,156.64,0,20.65,0.002,00540a8f59c7,1018,True,insertion,medium,medium,manual_review,0.03922722861170769,0.18249815702438354,0.040769029408693314,1003.7239697478942,1890.8452052696077,True,True
javis,19-04-2026_v7,media_149733_1769589919400.mp3,success,108.56,0,37.73,0.002,8c97712417d2,335,True,insertion,medium,medium,manual_review,0.02734288200736046,0.3102390170097351,0.08070400357246399,1069.6769343242277,2050.323180612846,True,True
javis,19-04-2026_v7,silence_60s.wav,success,60.0,0,0.0,0.007,e3b0c44298fc,0,True,silence_text,high,high,manual_review,0.001811086549423635,0.0018666612450033426,0.5612314939498901,3996.252649227392,6798.390858208955,False,False
javis,19-04-2026_v7,stochastic_noise_60s.wav,success,60.0,0,0.0,0.005,e3b0c44298fc,0,False,none,none,low,auto_accept,0.0811595618724823,0.15611883997917175,0.561042070388794,4000.2112113964995,6802.105543710021,False,False
javis,19-04-2026_v8,media_148280_1767762915627.mp3,success,80.08,0,41.58,0.004,d1dd0fa4004f,473,True,insertion,high,high,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
javis,19-04-2026_v8,media_148284_1767766514646 (1).mp3,success,40.4,0,26.15,0.007,08e042602df7,279,True,insertion,medium,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
javis,19-04-2026_v8,media_148393_1767860211615 (1).mp3,success,25.64,0,27.13,0.011,89ad7b7c27cd,221,True,insertion,medium,medium,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
javis,19-04-2026_v8,media_148394_1767860189485 (1).mp3,success,31.28,0,26.63,0.01,f0529d73d5d0,231,True,insertion,medium,medium,manual_review,0.013871604576706886,0.047669507563114166,0.09865112602710724,1274.8603020493094,2402.335761758691,True,True
javis,19-04-2026_v8,media_148414_1767922241264 (1).mp3,success,53.36,0,40.05,0.005,3b44ae199662,401,True,insertion,medium,medium,manual_review,0.03000675141811371,0.12548473477363586,0.07179367542266846,1269.4969208441498,2364.236735611511,True,True
javis,19-04-2026_v8,media_148439_1767926711644 (1).mp3,success,34.24,0,28.85,0.008,093cad85b5cb,208,True,insertion,medium,medium,manual_review,0.025457441806793213,0.1412975937128067,0.07130980491638184,1108.8362836217061,2140.588561100746,True,True
javis,19-04-2026_v8,media_148954_1768789819598 (1).mp3,success,95.96,0,30.34,0.002,76f46ae1e2bc,684,True,insertion,medium,medium,manual_review,0.011838874779641628,0.056630656123161316,0.09579508751630783,1236.188260868151,2271.9010416666665,True,True
javis,19-04-2026_v8,media_149291_1769069811005.mp3,success,156.64,0,154.09,0.002,080682c8d20d,2677,True,insertion,high,high,manual_review,0.03922722861170769,0.18249815702438354,0.040769029408693314,1003.7239697478942,1890.8452052696077,True,True
javis,19-04-2026_v8,media_149733_1769589919400.mp3,success,108.56,0,42.02,0.002,a8ba65e514f9,345,True,insertion,high,high,manual_review,0.02734288200736046,0.3102390170097351,0.08070400357246399,1069.6769343242277,2050.323180612846,True,True
javis,19-04-2026_v8,silence_60s.wav,success,60.0,0,0.0,0.004,e3b0c44298fc,0,True,silence_text,high,high,manual_review,0.001811086549423635,0.0018666612450033426,0.5612314939498901,3996.252649227392,6798.390858208955,False,False
javis,19-04-2026_v8,stochastic_noise_60s.wav,success,60.0,0,0.0,0.005,e3b0c44298fc,0,False,none,none,low,auto_accept,0.0811595618724823,0.15611883997917175,0.561042070388794,4000.2112113964995,6802.105543710021,False,False
javis,19-04-2026_v9,media_148280_1767762915627.mp3,success,80.08,0,29.35,0.004,72310609075b,413,True,insertion,medium,medium,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
javis,19-04-2026_v9,media_148284_1767766514646 (1).mp3,success,40.4,0,30.0,0.007,cf9f87fe8c7e,297,True,insertion,medium,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
javis,19-04-2026_v9,media_148393_1767860211615 (1).mp3,success,25.64,0,37.23,0.01,49d26f010be0,217,True,insertion,medium,medium,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
javis,19-04-2026_v9,media_148394_1767860189485 (1).mp3,success,31.28,0,26.13,0.009,bfa1cd484f0d,232,True,insertion,medium,medium,manual_review,0.013871604576706886,0.047669507563114166,0.09865112602710724,1274.8603020493094,2402.335761758691,True,True
javis,19-04-2026_v9,media_148414_1767922241264 (1).mp3,success,53.36,0,39.29,0.006,ec3486a5448f,367,True,insertion,medium,medium,manual_review,0.03000675141811371,0.12548473477363586,0.07179367542266846,1269.4969208441498,2364.236735611511,True,True
javis,19-04-2026_v9,media_148439_1767926711644 (1).mp3,success,34.24,0,37.98,0.008,e4db57466988,193,True,insertion,medium,medium,manual_review,0.025457441806793213,0.1412975937128067,0.07130980491638184,1108.8362836217061,2140.588561100746,True,True
javis,19-04-2026_v9,media_148954_1768789819598 (1).mp3,success,95.96,0,34.31,0.003,a09be9cc35a9,746,True,insertion,high,high,manual_review,0.011838874779641628,0.056630656123161316,0.09579508751630783,1236.188260868151,2271.9010416666665,True,True
javis,19-04-2026_v9,media_149291_1769069811005.mp3,success,156.64,0,19.08,0.002,ccdaf05ecc84,1024,True,insertion,medium,medium,manual_review,0.03922722861170769,0.18249815702438354,0.040769029408693314,1003.7239697478942,1890.8452052696077,True,True
javis,19-04-2026_v9,media_149733_1769589919400.mp3,success,108.56,0,41.72,0.003,b2001164fca6,339,True,insertion,high,high,manual_review,0.02734288200736046,0.3102390170097351,0.08070400357246399,1069.6769343242277,2050.323180612846,True,True
javis,19-04-2026_v9,silence_60s.wav,success,60.0,0,0.0,0.004,e3b0c44298fc,0,True,silence_text,high,high,manual_review,0.001811086549423635,0.0018666612450033426,0.5612314939498901,3996.252649227392,6798.390858208955,False,False
javis,19-04-2026_v9,stochastic_noise_60s.wav,success,60.0,0,0.0,0.008,e3b0c44298fc,0,False,none,none,low,auto_accept,0.0811595618724823,0.15611883997917175,0.561042070388794,4000.2112113964995,6802.105543710021,False,False
javis,19-04-2026_v10,media_148280_1767762915627.mp3,success,80.08,0,27.99,0.004,cce741f1da4c,429,True,insertion,medium,medium,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
javis,19-04-2026_v10,media_148284_1767766514646 (1).mp3,success,40.4,0,25.38,0.007,f914c355452b,288,True,insertion,medium,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
javis,19-04-2026_v10,media_148393_1767860211615 (1).mp3,success,25.64,0,29.26,0.01,e26845d80725,213,True,insertion,medium,medium,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
javis,19-04-2026_v10,media_148394_1767860189485 (1).mp3,success,31.28,0,17.09,0.009,118b0cb115e0,232,True,insertion,medium,medium,manual_review,0.013871604576706886,0.047669507563114166,0.09865112602710724,1274.8603020493094,2402.335761758691,True,True
javis,19-04-2026_v10,media_148414_1767922241264 (1).mp3,success,53.36,0,40.56,0.005,1e99636c91c7,391,True,insertion,medium,medium,manual_review,0.03000675141811371,0.12548473477363586,0.07179367542266846,1269.4969208441498,2364.236735611511,True,True
javis,19-04-2026_v10,media_148439_1767926711644 (1).mp3,success,34.24,0,82.21,0.013,9fec62e82ea6,209,True,content_replacement,high,high,manual_review,0.025457441806793213,0.1412975937128067,0.07130980491638184,1108.8362836217061,2140.588561100746,True,True
javis,19-04-2026_v10,media_148954_1768789819598 (1).mp3,success,95.96,0,34.66,0.003,261f308f44ed,722,True,insertion,high,high,manual_review,0.011838874779641628,0.056630656123161316,0.09579508751630783,1236.188260868151,2271.9010416666665,True,True
javis,19-04-2026_v10,media_149291_1769069811005.mp3,success,156.64,0,19.92,0.002,b6e7597b9271,1009,True,insertion,medium,medium,manual_review,0.03922722861170769,0.18249815702438354,0.040769029408693314,1003.7239697478942,1890.8452052696077,True,True
javis,19-04-2026_v10,media_149733_1769589919400.mp3,success,108.56,0,50.61,0.002,b378e8bddac6,368,True,insertion,high,high,manual_review,0.02734288200736046,0.3102390170097351,0.08070400357246399,1069.6769343242277,2050.323180612846,True,True
javis,19-04-2026_v10,silence_60s.wav,success,60.0,0,0.0,0.005,e3b0c44298fc,0,True,silence_text,high,high,manual_review,0.001811086549423635,0.0018666612450033426,0.5612314939498901,3996.252649227392,6798.390858208955,False,False
javis,19-04-2026_v10,stochastic_noise_60s.wav,success,60.0,0,0.0,0.005,e3b0c44298fc,0,False,none,none,low,auto_accept,0.0811595618724823,0.15611883997917175,0.561042070388794,4000.2112113964995,6802.105543710021,False,False
voxtral,18-04-2026_v1,media_148280_1767762915627.mp3,success,80.08,0,65.49,1.191,c170cab6da8a,167,True,insertion,medium,medium,manual_review,0.022824183106422424,0.13177157938480377,0.04909823462367058,999.5086969440026,1936.7823981629392,True,True
voxtral,18-04-2026_v1,media_148284_1767766514646 (1).mp3,success,40.4,0,15.77,2.361,db6c0d2dbcdb,272,True,insertion,low,medium,manual_review,0.01112314686179161,0.052168477326631546,0.09022089093923569,1245.4733237395699,2288.5680379746836,True,True
voxtral,18-04-2026_v1,media_148393_1767860211615 (1).mp3,success,25.64,0,17.55,2.355,bbd65825c1ed,193,True,insertion,medium,medium,manual_review,0.011638736352324486,0.053087297827005386,0.12486376613378525,1401.7685621340174,2554.054317331671,True,True
